"Seconds","AirT","gHa","Rabs","DLTemp","LTemp","Lwatts"
114,32.7,0.10652,1040.5,0,NA,NA
115,32.7,0.10076,1041,0,NA,NA
116,32.7,0.09584,1042,0,NA,NA
117,32.7,0.083,1042.3,0,NA,NA
118,32.7,0.074238,1042.7,0,NA,NA
119,32.7,0.067769,1042.9,0,NA,NA
120,32.7,0.066211,1043.2,0,NA,NA
121,32.7,0.064756,1043.5,44.866,34.151,505.61
122,32.7,0.063393,1043.9,0,NA,NA
123,32.7,0.064063,1043.9,0,NA,NA
124,32.7,0.064756,1044.1,0,NA,NA
125,32.7,0.065472,1043.9,0,NA,NA
126,32.7,0.062742,1043.8,0,NA,NA
127,32.7,0.060328,1043.5,0,NA,NA
128,32.7,0.058173,1043.5,0,NA,NA
129,32.7,0.0615,1043.6,0,NA,NA
130,32.7,0.065472,1043.8,0,NA,NA
131,32.7,0.070328,1044.5,0,NA,NA
132,32.7,0.074774,1045.3,0,NA,NA
133,32.7,0.080186,1046.1,0,NA,NA
134,32.7,0.086974,1046.8,0,NA,NA
135,32.7,0.072696,1047.4,0,NA,NA
136,32.7,0.063725,1047.7,46.209,35.21,512.62
137,32.7,0.057422,1048.1,0,NA,NA
138,32.7,0.059221,1048.3,0,NA,NA
139,32.7,0.061201,1048.5,0,NA,NA
140,32.7,0.063393,1048.5,0,NA,NA
141,32.733,0.060906,1048.6,0,NA,NA
142,32.767,0.05869,1048.5,0,NA,NA
143,32.8,0.0567,1048.5,0,NA,NA
144,32.8,0.045789,1048.4,0,NA,NA
145,32.8,0.039441,1048.2,0,NA,NA
146,32.8,0.035164,1048.2,0,NA,NA
147,32.8,0.037119,1048.1,0,NA,NA
148,32.8,0.039441,1047.8,0,NA,NA
149,32.8,0.042262,1046.9,0,NA,NA
150,32.8,0.039927,1008.3,0,NA,NA
151,32.8,0.037941,985.07,46.174,35.481,514.42
